Filename,n_estimators,max_samples,contamination,max_features,bootstrap,n_jobs,warm_start,Parameter_Iteration,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9
glass,100,0.8,auto,1.0,False,None,False,0,0.11764705882352941,0.1290322580645161,0.06060606060606061,0.1111111111111111,0.1290322580645161,0.12121212121212122,0.12121212121212122,0.18181818181818182,0.1142857142857143,0.06666666666666667
glass,100,0.9,auto,1.0,False,None,False,0,0.06896551724137932,0.1142857142857143,0.06451612903225805,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.12121212121212122,0.125,0.06666666666666667,0.11764705882352941
glass,100,1.0,auto,1.0,False,None,False,0,0.1290322580645161,0.06896551724137932,0.06666666666666667,0.07142857142857142,0.125,0.06896551724137932,0.0625,0.13333333333333333,0.12121212121212122,0.06666666666666667
glass,100,auto,auto,0.1,False,None,False,0,0.06451612903225805,0.07407407407407407,0.12121212121212122,0.1290322580645161,0.06060606060606061,0.13333333333333333,0.07407407407407407,0.13793103448275865,0.07407407407407407,0.08
glass,100,auto,auto,0.2,False,None,False,0,0.06896551724137932,0.12121212121212122,0.07407407407407407,0.0625,0.13333333333333333,0.0625,0.07407407407407407,0.10810810810810811,0.06896551724137932,0.05714285714285715
glass,100,auto,auto,0.3,False,None,False,0,0.11764705882352941,0.12121212121212122,0.13333333333333333,0.125,0.13333333333333333,0.06666666666666667,0.1290322580645161,0.06896551724137932,0.13333333333333333,0.1142857142857143
glass,100,auto,auto,0.4,False,None,False,0,0.06896551724137932,0.13333333333333333,0.1290322580645161,0.06896551724137932,0.06666666666666667,0.13793103448275865,0.13333333333333333,0.07142857142857142,0.06896551724137932,0.1290322580645161
glass,100,auto,auto,0.5,False,None,False,0,0.125,0.125,0.0625,0.1290322580645161,0.06666666666666667,0.125,0.06666666666666667,0.13333333333333333,0.1290322580645161,0.13793103448275865
glass,100,auto,auto,0.6,False,None,False,0,0.1290322580645161,0.12121212121212122,0.1290322580645161,0.07692307692307691,0.13333333333333333,0.06896551724137932,0.1290322580645161,0.06666666666666667,0.1290322580645161,0.1290322580645161
glass,100,auto,auto,0.7,False,None,False,0,0.1290322580645161,0.06896551724137932,0.07142857142857142,0.06451612903225805,0.11764705882352941,0.0625,0.13333333333333333,0.06060606060606061,0.13793103448275865,0.0625
glass,100,auto,auto,0.8,False,None,False,0,0.06666666666666667,0.06896551724137932,0.12121212121212122,0.06666666666666667,0.13333333333333333,0.1290322580645161,0.06666666666666667,0.06666666666666667,0.07142857142857142,0.07142857142857142
glass,100,auto,auto,0.9,False,None,False,0,0.13333333333333333,0.1290322580645161,0.125,0.06896551724137932,0.14285714285714285,0.06451612903225805,0.13333333333333333,0.1290322580645161,0.13333333333333333,0.12121212121212122
glass,100,auto,auto,1.0,True,None,False,0,0.09375,0.1,0.09836065573770493,0.08695652173913045,0.1176470588235294,0.11594202898550725,0.10526315789473684,0.09090909090909091,0.10810810810810811,0.09375
glass,100,auto,auto,1.0,False,1,False,0,0.1290322580645161,0.0625,0.06666666666666667,0.12121212121212122,0.06666666666666667,0.07407407407407407,0.06451612903225805,0.125,0.1290322580645161,0.06060606060606061
glass,100,auto,auto,1.0,False,None,True,0,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06896551724137932,0.12121212121212122,0.0625,0.06666666666666667,0.06896551724137932,0.0625
dis,2,auto,auto,1.0,False,None,False,0,0.0196078431372549,0.005681818181818182,0.016366612111292964,0.0,0.02712700369913687,0.026115342763873776,0.006904487917146145,0.017167381974248927,0.015789473684210527,0.017937219730941704
dis,4,auto,auto,1.0,False,None,False,0,0.01951219512195122,0.01759530791788856,0.01386481802426343,0.014245014245014245,0.011976047904191616,0.01380897583429229,0.017467248908296942,0.020689655172413793,0.003478260869565217,0.017241379310344827
dis,8,auto,auto,1.0,False,None,False,0,0.011881188118811881,0.016597510373443983,0.014311270125223614,0.01034928848641656,0.018281535648994516,0.01818181818181818,0.014311270125223614,0.010135135135135136,0.0038610038610038607,0.015313935681470138
dis,16,auto,auto,1.0,False,None,False,0,0.01230769230769231,0.010230179028132991,0.0223463687150838,0.015748031496062992,0.007312614259597807,0.016326530612244896,0.024291497975708506,0.010050251256281407,0.01524390243902439,0.008948545861297537
dis,32,auto,auto,1.0,False,None,False,0,0.008602150537634409,0.017094017094017096,0.009546539379474939,0.02105263157894737,0.011741682974559686,0.013761467889908256,0.008830022075055188,0.018223234624145785,0.01348314606741573,0.016985138004246284
dis,64,auto,auto,1.0,False,None,False,0,0.020533880903490762,0.018223234624145785,0.01327433628318584,0.013856812933025405,0.015189873417721518,0.01694915254237288,0.012371134020618556,0.008492569002123142,0.008064516129032258,0.014035087719298246
dis,100,auto,auto,1.0,False,None,False,0,0.012711864406779662,0.017057569296375266,0.013363028953229399,0.013223140495867767,0.016597510373443983,0.016460905349794237,0.008097165991902834,0.00819672131147541,0.016597510373443983,0.017857142857142856
dis,128,auto,auto,1.0,False,None,False,0,0.01263157894736842,0.01652892561983471,0.01183431952662722,0.01312910284463895,0.0091324200913242,0.011976047904191616,0.012195121951219513,0.012958963282937365,0.0182648401826484,0.016260162601626018
dis,256,auto,auto,1.0,False,None,False,0,0.01616161616161616,0.012658227848101266,0.01687763713080169,0.013071895424836602,0.009456264775413711,0.013215859030837005,0.013015184381778741,0.0089086859688196,0.013452914798206279,0.01680672268907563
dis,512,auto,auto,1.0,False,None,False,0,0.01348314606741573,0.01279317697228145,0.017204301075268817,0.017204301075268817,0.013043478260869566,0.012987012987012986,0.013363028953229399,0.01702127659574468,0.013043478260869566,0.012958963282937365
dis,100,0.1,auto,1.0,False,None,False,0,0.009195402298850575,0.018348623853211007,0.01366742596810934,0.014018691588785047,0.009779951100244499,0.014117647058823526,0.009302325581395349,0.013824884792626727,0.013574660633484163,0.009569377990430622
dis,100,0.2,auto,1.0,False,None,False,0,0.016713091922005572,0.015424164524421595,0.015999999999999997,0.016172506738544475,0.015584415584415586,0.015345268542199489,0.015267175572519085,0.015503875968992246,0.010810810810810811,0.015789473684210527
dis,100,0.3,auto,1.0,False,None,False,0,0.015915119363395226,0.016853932584269662,0.016574585635359115,0.016216216216216217,0.01084010840108401,0.016304347826086956,0.015915119363395226,0.010781671159029648,0.010899182561307902,0.010443864229765011
dis,100,0.4,auto,1.0,False,None,False,0,0.016304347826086956,0.017699115044247787,0.01714285714285714,0.01764705882352941,0.016997167138810197,0.016806722689075633,0.016304347826086956,0.017492711370262388,0.017045454545454544,0.017341040462427747
dis,100,0.5,auto,1.0,False,None,False,0,0.011834319526627217,0.01791044776119403,0.012048192771084336,0.01764705882352941,0.01764705882352941,0.017804154302670624,0.012345679012345678,0.017391304347826087,0.011627906976744188,0.016997167138810197
dis,100,0.6,auto,1.0,False,None,False,0,0.018072289156626505,0.018072289156626505,0.017595307917888565,0.01764705882352941,0.012345679012345678,0.011396011396011397,0.011799410029498525,0.018181818181818184,0.017595307917888565,0.01812688821752266
dis,100,0.7,auto,1.0,False,None,False,0,0.01812688821752266,0.012195121951219514,0.018518518518518517,0.018461538461538463,0.01875,0.01791044776119403,0.019230769230769232,0.012779552715654952,0.019543973941368076,0.019354838709677417
dis,100,0.8,auto,1.0,False,None,False,0,0.020270270270270268,0.012779552715654952,0.019169329073482427,0.012422360248447206,0.018348623853211007,0.019736842105263157,0.018867924528301886,0.013201320132013203,0.01302931596091205,0.01282051282051282
dis,100,0.9,auto,1.0,False,None,False,0,0.019607843137254905,0.013937282229965155,0.01302931596091205,0.012987012987012988,0.019672131147540982,0.01302931596091205,0.013201320132013203,0.01948051948051948,0.013651877133105802,0.019607843137254905
dis,100,1.0,auto,1.0,False,None,False,0,0.02006688963210702,0.019607843137254905,0.013377926421404684,0.021660649819494584,0.019933554817275746,0.01986754966887417,0.014760147601476016,0.013937282229965155,0.013986013986013984,0.020477815699658702
dis,100,auto,auto,0.1,False,None,False,0,0.014732965009208104,0.01873536299765808,0.019769357495881382,0.01792114695340502,0.01954397394136808,0.013856812933025405,0.010989010989010988,0.013888888888888888,0.017123287671232876,0.015779092702169626
dis,100,auto,auto,0.2,False,None,False,0,0.019230769230769232,0.01616161616161616,0.010968921389396709,0.023294509151414306,0.01147227533460803,0.02192982456140351,0.011152416356877323,0.007920792079207921,0.017825311942959002,0.019646365422396856
dis,100,auto,auto,0.3,False,None,False,0,0.0199203187250996,0.008403361344537815,0.01195219123505976,0.017889087656529516,0.01366742596810934,0.01348314606741573,0.014492753623188408,0.011627906976744184,0.019011406844106463,0.011363636363636362
dis,100,auto,auto,0.4,False,None,False,0,0.011881188118811881,0.0158102766798419,0.0111731843575419,0.01639344262295082,0.014117647058823526,0.016260162601626018,0.01388888888888889,0.008771929824561403,0.01160541586073501,0.012072434607645875
dis,100,auto,auto,0.5,False,None,False,0,0.011881188118811881,0.011857707509881422,0.018726591760299626,0.0199203187250996,0.013215859030837005,0.013303769401330377,0.012987012987012986,0.011111111111111112,0.016611295681063124,0.015717092337917488
dis,100,auto,auto,0.6,False,None,False,0,0.01727861771058315,0.011976047904191616,0.011583011583011582,0.019230769230769232,0.01731601731601732,0.01603206412825651,0.018140589569160998,0.008602150537634409,0.015325670498084289,0.017167381974248927
dis,100,auto,auto,0.7,False,None,False,0,0.013636363636363636,0.015414258188824663,0.014571948998178505,0.011904761904761904,0.009411764705882354,0.00980392156862745,0.008421052631578947,0.01968503937007874,0.017204301075268817,0.008333333333333333
dis,100,auto,auto,0.8,False,None,False,0,0.011650485436893204,0.014414414414414415,0.013513513513513514,0.013761467889908256,0.012684989429175475,0.015873015873015872,0.013422818791946308,0.013761467889908256,0.009174311926605503,0.015122873345935728
dis,100,auto,auto,0.9,False,None,False,0,0.013636363636363636,0.011787819253438114,0.012903225806451613,0.014842300556586273,0.013605442176870748,0.013303769401330377,0.014285714285714285,0.00881057268722467,0.016494845360824743,0.01348314606741573
dis,100,auto,auto,1.0,True,None,False,0,0.008639308855291575,0.017152658662092625,0.015968063872255488,0.008888888888888887,0.011857707509881422,0.01702127659574468,0.014319809069212413,0.010471204188481676,0.011695906432748539,0.012072434607645875
dis,100,auto,auto,1.0,False,1,False,0,0.012396694214876033,0.012903225806451613,0.008048289738430582,0.016260162601626018,0.011583011583011582,0.012605042016806721,0.015325670498084289,0.013574660633484163,0.015065913370998116,0.012448132780082987
dis,100,auto,auto,1.0,False,None,True,0,0.01652892561983471,0.008695652173913044,0.01694915254237288,0.012605042016806721,0.017429193899782133,0.00936768149882904,0.020325203252032523,0.015296367112810707,0.012711864406779662,0.012658227848101266
PieChart1,2,auto,auto,1.0,False,None,False,0,0.2255639097744361,0.24,0.2857142857142857,0.1333333333333333,0.16589861751152074,0.2885572139303483,0.22522522522522523,0.17777777777777778,0.2013422818791946,0.2695035460992908
PieChart1,4,auto,auto,1.0,False,None,False,0,0.16541353383458648,0.2736842105263158,0.2237762237762238,0.25316455696202533,0.2913907284768212,0.2359550561797753,0.2380952380952381,0.2753623188405797,0.29457364341085274,0.24817518248175183
PieChart1,8,auto,auto,1.0,False,None,False,0,0.2542372881355932,0.29999999999999993,0.2684563758389262,0.2857142857142857,0.256,0.31724137931034485,0.2956521739130435,0.21875,0.26016260162601623,0.25477707006369427
PieChart1,16,auto,auto,1.0,False,None,False,0,0.23333333333333334,0.26562500000000006,0.27586206896551724,0.2631578947368421,0.2727272727272727,0.2677165354330709,0.3134328358208955,0.2483660130718954,0.2838709677419355,0.28346456692913385
PieChart1,32,auto,auto,1.0,False,None,False,0,0.2835820895522388,0.288135593220339,0.29230769230769227,0.2833333333333333,0.2666666666666667,0.28125,0.26153846153846155,0.25757575757575757,0.25563909774436094,0.21238938053097348
PieChart1,64,auto,auto,1.0,False,None,False,0,0.2635658914728682,0.29508196721311475,0.304,0.30645161290322587,0.2926829268292683,0.2727272727272727,0.30303030303030304,0.288,0.29310344827586204,0.2992125984251969
PieChart1,100,auto,auto,1.0,False,None,False,0,0.2992125984251969,0.27480916030534347,0.28099173553719003,0.2644628099173554,0.26277372262773724,0.28346456692913385,0.26229508196721313,0.27480916030534347,0.2857142857142857,0.27338129496402874
PieChart1,128,auto,auto,1.0,False,None,False,0,0.2857142857142857,0.27692307692307694,0.272,0.3125,0.29508196721311475,0.2666666666666667,0.2833333333333333,0.29059829059829057,0.2857142857142857,0.288
PieChart1,256,auto,auto,1.0,False,None,False,0,0.27906976744186046,0.2764227642276423,0.288,0.28346456692913385,0.288,0.288,0.2857142857142857,0.288,0.27419354838709675,0.27692307692307694
PieChart1,512,auto,auto,1.0,False,None,False,0,0.27906976744186046,0.2903225806451613,0.28099173553719003,0.288,0.288,0.2926829268292683,0.28125,0.2857142857142857,0.288,0.27692307692307694
PieChart1,100,0.1,auto,1.0,False,None,False,0,0.2777777777777778,0.273224043715847,0.2541436464088398,0.2538071065989848,0.26436781609195403,0.2555555555555556,0.24864864864864863,0.27710843373493976,0.25906735751295334,0.2584269662921348
PieChart1,100,0.2,auto,1.0,False,None,False,0,0.29370629370629375,0.27210884353741494,0.3006535947712418,0.3066666666666667,0.29268292682926833,0.2911392405063291,0.27972027972027974,0.28048780487804875,0.2911392405063291,0.2929936305732484
PieChart1,100,0.3,auto,1.0,False,None,False,0,0.27480916030534347,0.29166666666666663,0.304,0.2519685039370078,0.2972972972972973,0.2727272727272727,0.2706766917293233,0.26153846153846155,0.27692307692307694,0.291970802919708
PieChart1,100,0.4,auto,1.0,False,None,False,0,0.24793388429752067,0.2926829268292683,0.2975206611570248,0.28787878787878785,0.25806451612903225,0.3140495867768595,0.2727272727272727,0.2903225806451613,0.3088235294117647,0.30508474576271183
PieChart1,100,0.5,auto,1.0,False,None,False,0,0.28571428571428575,0.27118644067796605,0.27350427350427353,0.28099173553719003,0.28070175438596495,0.27350427350427353,0.2782608695652174,0.2833333333333333,0.2975206611570248,0.28070175438596495
PieChart1,100,0.6,auto,1.0,False,None,False,0,0.2782608695652174,0.26548672566371684,0.2363636363636364,0.31304347826086953,0.2764227642276423,0.26086956521739135,0.288135593220339,0.28571428571428575,0.2542372881355932,0.28099173553719003
PieChart1,100,0.7,auto,1.0,False,None,False,0,0.29310344827586204,0.2545454545454546,0.2956521739130435,0.25688073394495414,0.2678571428571429,0.2702702702702703,0.2524271844660194,0.23853211009174313,0.2678571428571429,0.2831858407079646
PieChart1,100,0.8,auto,1.0,False,None,False,0,0.2524271844660194,0.27272727272727276,0.2718446601941748,0.23300970873786406,0.25210084033613445,0.2909090909090909,0.2352941176470588,0.25641025641025644,0.2549019607843137,0.2641509433962264
PieChart1,100,0.9,auto,1.0,False,None,False,0,0.2772277227722772,0.24,0.24,0.3148148148148148,0.2376237623762376,0.2653061224489796,0.25742574257425743,0.26666666666666666,0.2549019607843137,0.24
PieChart1,100,1.0,auto,1.0,False,None,False,0,0.2718446601941748,0.2718446601941748,0.24,0.2376237623762376,0.2641509433962264,0.24242424242424243,0.24242424242424243,0.24242424242424243,0.2352941176470588,0.24242424242424243
PieChart1,100,auto,auto,0.1,False,None,False,0,0.29999999999999993,0.29166666666666663,0.30534351145038163,0.27972027972027974,0.28787878787878785,0.26277372262773724,0.3120567375886525,0.2753623188405797,0.28787878787878785,0.30344827586206896
PieChart1,100,auto,auto,0.2,False,None,False,0,0.28368794326241137,0.2833333333333333,0.2975206611570248,0.3021582733812949,0.24060150375939848,0.2764227642276423,0.28125,0.291970802919708,0.27906976744186046,0.2764227642276423
PieChart1,100,auto,auto,0.3,False,None,False,0,0.25757575757575757,0.2833333333333333,0.2647058823529412,0.26277372262773724,0.2835820895522388,0.27350427350427353,0.256,0.272,0.2975206611570248,0.2900763358778626
PieChart1,100,auto,auto,0.4,False,None,False,0,0.27692307692307694,0.304,0.28099173553719003,0.28099173553719003,0.2706766917293233,0.2900763358778626,0.27338129496402874,0.27906976744186046,0.2518518518518519,0.2857142857142857
PieChart1,100,auto,auto,0.5,False,None,False,0,0.27419354838709675,0.2857142857142857,0.25531914893617025,0.2903225806451613,0.27480916030534347,0.26153846153846155,0.2635658914728682,0.2727272727272727,0.2781456953642384,0.2926829268292683
PieChart1,100,auto,auto,0.6,False,None,False,0,0.2900763358778626,0.2764227642276423,0.28346456692913385,0.2903225806451613,0.288,0.28099173553719003,0.2857142857142857,0.27338129496402874,0.26865671641791045,0.2926829268292683
PieChart1,100,auto,auto,0.7,False,None,False,0,0.28346456692913385,0.2698412698412698,0.28787878787878785,0.2903225806451613,0.30894308943089427,0.27419354838709675,0.2586206896551724,0.2903225806451613,0.27419354838709675,0.288
PieChart1,100,auto,auto,0.8,False,None,False,0,0.29059829059829057,0.26016260162601623,0.3007518796992481,0.3140495867768595,0.30000000000000004,0.28571428571428575,0.2978723404255319,0.26016260162601623,0.2666666666666666,0.29508196721311475
PieChart1,100,auto,auto,0.9,False,None,False,0,0.28125,0.27906976744186046,0.25757575757575757,0.2903225806451613,0.27941176470588236,0.27777777777777773,0.2857142857142857,0.2758620689655173,0.288,0.288
PieChart1,100,auto,auto,1.0,True,None,False,0,0.273972602739726,0.2913907284768212,0.2893081761006289,0.28205128205128205,0.2649006622516556,0.28750000000000003,0.3088235294117647,0.2781456953642384,0.2814814814814815,0.2620689655172414
PieChart1,100,auto,auto,1.0,False,1,False,0,0.2677165354330709,0.26153846153846155,0.2985074626865672,0.2635658914728682,0.26562500000000006,0.2814814814814815,0.25396825396825395,0.2926829268292683,0.29508196721311475,0.2926829268292683
PieChart1,100,auto,auto,1.0,False,None,True,0,0.29230769230769227,0.256,0.288135593220339,0.27692307692307694,0.29508196721311475,0.28985507246376807,0.2857142857142857,0.2635658914728682,0.3025210084033613,0.28346456692913385
pc1,2,auto,auto,1.0,False,None,False,0,0.19923371647509577,0.1904761904761905,0.24154589371980678,0.20909090909090908,0.19672131147540983,0.2099447513812155,0.23999999999999996,0.15920398009950248,0.21399176954732513,0.19999999999999998
pc1,4,auto,auto,1.0,False,None,False,0,0.25,0.2987012987012987,0.24691358024691357,0.27932960893854747,0.22988505747126436,0.21904761904761905,0.2527881040892193,0.2288557213930348,0.2151394422310757,0.2857142857142857
pc1,8,auto,auto,1.0,False,None,False,0,0.2814070351758794,0.24358974358974356,0.23255813953488372,0.23863636363636362,0.2547169811320755,0.282051282051282,0.24242424242424243,0.2937853107344633,0.2333333333333333,0.23829787234042557
pc1,16,auto,auto,1.0,False,None,False,0,0.26666666666666666,0.2608695652173913,0.25263157894736843,0.2774566473988439,0.2408376963350785,0.2553191489361702,0.2621359223300971,0.2682926829268293,0.24107142857142858,0.24528301886792458
pc1,32,auto,auto,1.0,False,None,False,0,0.2774566473988439,0.25125628140703515,0.27322404371584696,0.25806451612903225,0.267379679144385,0.2590673575129534,0.27807486631016043,0.23115577889447236,0.2631578947368421,0.24870466321243526
pc1,64,auto,auto,1.0,False,None,False,0,0.26373626373626374,0.24742268041237112,0.25842696629213485,0.26804123711340205,0.267379679144385,0.2408376963350785,0.2681564245810056,0.26178010471204183,0.25136612021857924,0.25988700564971756
pc1,100,auto,auto,1.0,False,None,False,0,0.2639593908629442,0.2594594594594595,0.25555555555555554,0.25396825396825395,0.25555555555555554,0.2722513089005236,0.2541436464088398,0.2681564245810056,0.2566844919786096,0.2590673575129534
pc1,128,auto,auto,1.0,False,None,False,0,0.25263157894736843,0.2541436464088398,0.25842696629213485,0.2569832402234637,0.2717391304347826,0.2688172043010753,0.2608695652173913,0.2590673575129534,0.26666666666666666,0.25806451612903225
pc1,256,auto,auto,1.0,False,None,False,0,0.25136612021857924,0.24598930481283418,0.25274725274725274,0.26666666666666666,0.25,0.25263157894736843,0.25274725274725274,0.25555555555555554,0.2717391304347826,0.25555555555555554
pc1,512,auto,auto,1.0,False,None,False,0,0.25806451612903225,0.2486486486486486,0.2566844919786096,0.2566844919786096,0.2566844919786096,0.25806451612903225,0.2566844919786096,0.2541436464088398,0.25136612021857924,0.25274725274725274
pc1,100,0.1,auto,1.0,False,None,False,0,0.22594142259414227,0.21862348178137653,0.23318385650224216,0.24657534246575344,0.22317596566523604,0.2157676348547718,0.22745098039215683,0.2222222222222222,0.21940928270042198,0.22127659574468084
pc1,100,0.2,auto,1.0,False,None,False,0,0.2513089005235602,0.2795698924731183,0.24615384615384614,0.26804123711340205,0.25,0.2513089005235602,0.26178010471204183,0.25641025641025644,0.25125628140703515,0.2645502645502646
pc1,100,0.3,auto,1.0,False,None,False,0,0.27586206896551724,0.26285714285714284,0.25806451612903225,0.2651933701657459,0.2608695652173913,0.26744186046511625,0.25274725274725274,0.25555555555555554,0.2558139534883721,0.26285714285714284
pc1,100,0.4,auto,1.0,False,None,False,0,0.26744186046511625,0.2514970059880239,0.2822085889570552,0.27329192546583847,0.2802547770700637,0.2893081761006289,0.27218934911242604,0.26993865030674846,0.26666666666666666,0.26285714285714284
pc1,100,0.5,auto,1.0,False,None,False,0,0.2684563758389262,0.2692307692307692,0.2727272727272727,0.2745098039215686,0.2727272727272727,0.2896551724137931,0.2641509433962264,0.2716049382716049,0.26315789473684204,0.26582278481012656
pc1,100,0.6,auto,1.0,False,None,False,0,0.25503355704697983,0.2773722627737226,0.28187919463087246,0.28985507246376807,0.24489795918367346,0.2589928057553957,0.27210884353741494,0.27586206896551724,0.28169014084507044,0.27586206896551724
pc1,100,0.7,auto,1.0,False,None,False,0,0.24427480916030533,0.30656934306569344,0.26086956521739135,0.25396825396825395,0.23703703703703705,0.2595419847328244,0.2727272727272727,0.2941176470588235,0.26086956521739135,0.2595419847328244
pc1,100,0.8,auto,1.0,False,None,False,0,0.27338129496402874,0.26865671641791045,0.2595419847328244,0.25396825396825395,0.26562499999999994,0.26153846153846155,0.2814814814814815,0.25,0.26562499999999994,0.22047244094488191
pc1,100,0.9,auto,1.0,False,None,False,0,0.25,0.22764227642276424,0.224,0.23622047244094488,0.21487603305785125,0.2518518518518518,0.234375,0.23140495867768596,0.29007633587786263,0.25
pc1,100,1.0,auto,1.0,False,None,False,0,0.22764227642276424,0.23809523809523808,0.25806451612903225,0.26229508196721313,0.23529411764705885,0.256,0.25,0.23140495867768596,0.26153846153846155,0.22950819672131148
pc1,100,auto,auto,0.1,False,None,False,0,0.2626262626262626,0.23584905660377362,0.25615763546798026,0.2476190476190476,0.25742574257425743,0.2604166666666667,0.24038461538461542,0.24644549763033174,0.26,0.25
pc1,100,auto,auto,0.2,False,None,False,0,0.24043715846994534,0.24365482233502536,0.24870466321243526,0.25380710659898476,0.24038461538461542,0.2590673575129534,0.2547169811320755,0.2736842105263158,0.22999999999999995,0.24731182795698925
pc1,100,auto,auto,0.3,False,None,False,0,0.2604166666666667,0.26804123711340205,0.25,0.2631578947368421,0.25870646766169153,0.25773195876288657,0.25,0.2569832402234637,0.24598930481283418,0.2631578947368421
pc1,100,auto,auto,0.4,False,None,False,0,0.25380710659898476,0.25870646766169153,0.23958333333333334,0.25555555555555554,0.2688172043010753,0.2702702702702703,0.25125628140703515,0.25396825396825395,0.2541436464088398,0.26
pc1,100,auto,auto,0.5,False,None,False,0,0.27322404371584696,0.2487562189054726,0.25806451612903225,0.26373626373626374,0.2694300518134715,0.2688172043010753,0.24731182795698925,0.24210526315789477,0.2645502645502646,0.25
pc1,100,auto,auto,0.6,False,None,False,0,0.2541436464088398,0.26178010471204183,0.2651933701657459,0.25773195876288657,0.26178010471204183,0.2717391304347826,0.25,0.2651933701657459,0.2645502645502646,0.2857142857142857
pc1,100,auto,auto,0.7,False,None,False,0,0.24468085106382978,0.2751322751322752,0.2590673575129534,0.2645502645502646,0.24752475247524758,0.25988700564971756,0.2487562189054726,0.2594594594594595,0.2566844919786096,0.24598930481283418
pc1,100,auto,auto,0.8,False,None,False,0,0.2717391304347826,0.2486486486486486,0.2594594594594595,0.2645502645502646,0.25396825396825395,0.2736842105263158,0.25641025641025644,0.25988700564971756,0.2626262626262626,0.2569832402234637
pc1,100,auto,auto,0.9,False,None,False,0,0.2553191489361702,0.25773195876288657,0.25,0.26,0.2566844919786096,0.267379679144385,0.267379679144385,0.2651933701657459,0.25136612021857924,0.2604166666666667
