Filename,ContaminationFraction,NumLearners,NumObservationsPerLearner,Parameter_Iteration,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44
CastMetal1,0,4,auto,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CastMetal1,0,8,auto,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CastMetal1,0,16,auto,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CastMetal1,0,32,auto,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CastMetal1,0,64,auto,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CastMetal1,0,128,auto,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CastMetal1,0,256,auto,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CastMetal1,0,512,auto,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CastMetal1,0,100,0.05,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CastMetal1,0,100,0.1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CastMetal1,0,100,0.2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CastMetal1,0,100,0.5,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CastMetal1,0,100,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CostaMadre1,0,100,auto,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CostaMadre1,0.05,100,auto,0,0.8466417870611918,0.9227956941712164,0.771538278669926,0.771538278669926,0.8466417870611918,0.8466417870611918,0.8466417870611918,0.8466417870611918,0.9227956941712164,0.8466417870611918,0.9227956941712164,0.9227956941712164,0.9227956941712164,0.9227956941712164,0.771538278669926,0.9227956941712164,0.9227956941712164,0.771538278669926,0.771538278669926,0.9227956941712164,0.771538278669926,0.8466417870611918,0.771538278669926,0.9227956941712164,0.9227956941712164,0.8466417870611918,0.8466417870611918,0.771538278669926,0.9227956941712164,0.8466417870611918,0.8466417870611918,0.8466417870611918,0.6974851689974193,0.8466417870611918,0.8466417870611918,0.8466417870611918,0.771538278669926,0.8466417870611918,0.9227956941712164,0.771538278669926,0.9227956941712164,0.8466417870611918,0.8466417870611918,0.771538278669926,0.8466417870611918
CostaMadre1,0.1,100,auto,0,0.910449329602032,0.887143958859304,0.8665940355372737,0.8665940355372737,0.8233521022286658,0.8665940355372737,0.9549179844229407,0.910449329602032,0.8665940355372737,0.9318209895789197,0.8665940355372737,0.8233521022286658,0.8233521022286658,0.9549179844229407,0.910449329602032,0.8665940355372737,0.8665940355372737,0.8430874424552385,0.8430874424552385,0.8430874424552385,0.887143958859304,0.887143958859304,0.8430874424552385,0.8430874424552385,0.8665940355372737,0.910449329602032,0.910449329602032,0.910449329602032,0.910449329602032,0.9549179844229407,0.910449329602032,0.8233521022286658,0.8665940355372737,0.8233521022286658,0.8233521022286658,0.8665940355372737,0.8665940355372737,0.8665940355372737,0.8665940355372737,0.8665940355372737,0.8665940355372737,0.910449329602032,0.9549179844229407,0.910449329602032,0.910449329602032
CostaMadre1,0.15,100,auto,0,0.8607360955389938,0.8948267388185109,0.8948267388185109,0.8948267388185109,0.9115032691269376,0.8607360955389938,0.8948267388185109,0.929400937321851,0.8607360955389938,0.8948267388185109,0.8948267388185109,0.8948267388185109,0.8769560917139483,0.929400937321851,0.8948267388185109,0.8948267388185109,0.8948267388185109,0.8607360955389938,0.8607360955389938,0.9115032691269376,0.8607360955389938,0.8607360955389938,0.8948267388185109,0.8948267388185109,0.929400937321851,0.9115032691269376,0.8948267388185109,0.8607360955389938,0.8607360955389938,0.8271290074832995,0.9115032691269376,0.929400937321851,0.8607360955389938,0.8607360955389938,0.8271290074832995,0.8769560917139483,0.8428954942645223,0.8769560917139483,0.8428954942645223,0.8271290074832995,0.8607360955389938,0.8271290074832995,0.929400937321851,0.8948267388185109,0.929400937321851
CostaMadre1,0.2,100,auto,0,0.8495474979629482,0.8495474979629482,0.7923124202649369,0.8495474979629482,0.8787963060512701,0.8787963060512701,0.7923124202649369,0.8207195360341705,0.8787963060512701,0.8207195360341705,0.8207195360341705,0.8495474979629482,0.8495474979629482,0.8207195360341705,0.8787963060512701,0.8495474979629482,0.8495474979629482,0.7923124202649369,0.9084659602991363,0.9084659602991363,0.8787963060512701,0.8207195360341705,0.8207195360341705,0.8207195360341705,0.7643261506552476,0.7643261506552476,0.7643261506552476,0.7923124202649369,0.8207195360341705,0.8787963060512701,0.8495474979629482,0.8495474979629482,0.8495474979629482,0.8207195360341705,0.8207195360341705,0.9385564607065466,0.7923124202649369,0.8207195360341705,0.8495474979629482,0.8207195360341705,0.8495474979629482,0.8495474979629482,0.9084659602991363,0.8207195360341705,0.8787963060512701
CostaMadre1,0.25,100,auto,0,0.860441743153259,0.8337012100231842,0.8073510496395337,0.8337012100231842,0.860441743153259,0.860441743153259,0.8073510496395337,0.8875726490297583,0.860441743153259,0.8073510496395337,0.860441743153259,0.860441743153259,0.8875726490297583,0.860441743153259,0.8337012100231842,0.860441743153259,0.860441743153259,0.860441743153259,0.860441743153259,0.8875726490297583,0.8875726490297583,0.8875726490297583,0.860441743153259,0.8875726490297583,0.8875726490297583,0.860441743153259,0.860441743153259,0.860441743153259,0.8875726490297583,0.860441743153259,0.8875726490297583,0.8337012100231842,0.860441743153259,0.860441743153259,0.860441743153259,0.860441743153259,0.915093927652682,0.8875726490297583,0.915093927652682,0.8337012100231842,0.915093927652682,0.860441743153259,0.860441743153259,0.9430055790220303,0.860441743153259
CostaMadre1,LOF,100,auto,0,0.9127334872485197,0.9127334872485197,0.9127334872485197,0.8266542739902568,0.9127334872485197,0.9127334872485197,0.9127334872485197,0.8266542739902568,0.7417623602252114,0.9127334872485197,0.9127334872485197,0.8266542739902568,0.9127334872485197,0.9127334872485197,0.9127334872485197,0.9127334872485197,0.8266542739902568,0.9127334872485197,0.9127334872485197,0.9127334872485197,1.0,1.0,0.8266542739902568,0.8266542739902568,0.9127334872485197,1.0,0.9127334872485197,0.9127334872485197,0.9127334872485197,0.8266542739902568,0.9127334872485197,0.9127334872485197,0.9127334872485197,0.8266542739902568,0.8266542739902568,0.9127334872485197,0.9127334872485197,0.9127334872485197,0.8266542739902568,1.0,0.8266542739902568,0.8266542739902568,0.8266542739902568,0.8266542739902568,0.9127334872485197
CostaMadre1,IF,100,auto,0,0.8695510957243299,0.827267657786699,0.9124342987390904,0.8466493727106792,0.9124342987390904,0.8695510957243299,0.9559172668309804,0.8695510957243299,0.9124342987390904,0.9124342987390904,0.8695510957243299,0.8897058019248829,0.827267657786699,0.9124342987390904,0.8695510957243299,0.827267657786699,0.9124342987390904,0.8695510957243299,0.9333686597195685,0.8695510957243299,0.9559172668309804,0.827267657786699,0.827267657786699,0.8695510957243299,0.8897058019248829,0.9124342987390904,0.8695510957243299,0.8695510957243299,0.8695510957243299,0.9559172668309804,0.8897058019248829,0.9333686597195685,0.8041993720769571,0.8466493727106792,0.8897058019248829,0.9124342987390904,0.8695510957243299,0.8695510957243299,0.8695510957243299,0.8695510957243299,0.827267657786699,0.8695510957243299,0.8695510957243299,0.8695510957243299,0.827267657786699
CostaMadre1,0,1,auto,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CostaMadre1,0,2,auto,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CostaMadre1,0,4,auto,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CostaMadre1,0,8,auto,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CostaMadre1,0,16,auto,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CostaMadre1,0,32,auto,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CostaMadre1,0,64,auto,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CostaMadre1,0,128,auto,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CostaMadre1,0,256,auto,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CostaMadre1,0,512,auto,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CostaMadre1,0,100,0.05,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CostaMadre1,0,100,0.1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CostaMadre1,0,100,0.2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CostaMadre1,0,100,0.5,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CostaMadre1,0,100,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KnuggetChase3,0,100,auto,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KnuggetChase3,0.05,100,auto,0,0.8842784401294999,0.8842784401294999,0.8842784401294999,1.0,0.8842784401294999,0.8842784401294999,0.7709677460896351,0.8842784401294999,0.8842784401294999,1.0,1.0,0.8842784401294999,1.0,0.7709677460896351,0.8842784401294999,0.8842784401294999,1.0,1.0,0.8842784401294999,1.0,0.7709677460896351,0.8842784401294999,0.8842784401294999,1.0,0.8842784401294999,1.0,0.7709677460896351,0.8842784401294999,0.8842784401294999,1.0,0.8842784401294999,0.8842784401294999,0.7709677460896351,0.8842784401294999,0.8842784401294999,0.7709677460896351,0.8842784401294999,0.8842784401294999,1.0,0.7709677460896351,0.7709677460896351,0.7709677460896351,0.8842784401294999,0.8842784401294999,0.8842784401294999
KnuggetChase3,0.1,100,auto,0,0.9297848674687498,1.0,0.8610325501985674,0.9297848674687498,0.9297848674687498,0.9297848674687498,0.9297848674687498,1.0,0.9297848674687498,0.9297848674687498,0.9297848674687498,0.8610325501985674,0.9297848674687498,0.9297848674687498,0.8610325501985674,0.9297848674687498,0.9297848674687498,0.8610325501985674,0.9297848674687498,0.9297848674687498,0.9297848674687498,0.9297848674687498,1.0,0.9297848674687498,0.8610325501985674,0.9297848674687498,0.8610325501985674,0.7937430481894526,0.8610325501985674,0.8610325501985674,0.9297848674687498,0.8610325501985674,0.9297848674687498,0.9297848674687498,0.9297848674687498,0.9297848674687498,0.8610325501985674,0.9297848674687498,0.8610325501985674,0.9297848674687498,0.9297848674687498,0.8610325501985674,0.9297848674687498,0.9297848674687498,0.9297848674687498
KnuggetChase3,0.15,100,auto,0,1.0,0.9460973406418595,0.8933176533536801,0.8933176533536801,0.9460973406418595,0.8933176533536801,0.8933176533536801,0.9460973406418595,0.8933176533536801,0.9460973406418595,0.8933176533536801,0.8933176533536801,0.9460973406418595,0.8933176533536801,0.8933176533536801,0.9460973406418595,0.8933176533536801,0.8416609381354621,0.8416609381354621,0.8933176533536801,0.8416609381354621,0.8416609381354621,0.8933176533536801,0.8416609381354621,0.8933176533536801,0.8416609381354621,1.0,0.9460973406418595,0.8416609381354621,0.8416609381354621,0.8416609381354621,0.8933176533536801,0.8933176533536801,0.8416609381354621,0.8416609381354621,0.8416609381354621,0.8416609381354621,0.9460973406418595,0.9460973406418595,0.9460973406418595,0.8416609381354621,0.8416609381354621,0.8416609381354621,0.8933176533536801,0.8933176533536801
